from,to
journal::zhongguo zhong yao za zhi = zhongguo zhongyao zazhi = china journal of chinese materia medica,volume::zhongguo zhong yao za zhi = zhongguo zhongyao zazhi = china journal of chinese materia medica::2013::12
"journal::ubiquitous computing, electronics & mobile communication conference","volume::ubiquitous computing, electronics & mobile communication conference::2019::15"
journal::pacific-asia conference on knowledge discovery and data mining,volume::pacific-asia conference on knowledge discovery and data mining::2015::19
journal::waste management,volume::waste management::2016::8
journal::international journal of health planning and management,volume::international journal of health planning and management::2022::13
journal::journal of innovation and development,volume::journal of innovation and development::2026::10
journal::asian conference on intelligent information and database systems,volume::asian conference on intelligent information and database systems::2017::16
journal::international conference on advanced cloud and big data,volume::international conference on advanced cloud and big data::2016::19
journal::future generations computer systems,volume::future generations computer systems::2018::17
journal::ieee international symposium on multimedia,volume::ieee international symposium on multimedia::2017::4
journal::international journal of data science and artificial intelligence,volume::international journal of data science and artificial intelligence::2023::5
journal::science china materials,volume::science china materials::2024::20
journal::fmdb transactions on sustainable intelligent networks,volume::fmdb transactions on sustainable intelligent networks::2024::18
"journal::international conference on e-learning, e-education, and online training","volume::international conference on e-learning, e-education, and online training::2015::18"
journal::web search and data mining,volume::web search and data mining::2018::12
journal::baikal research journal,volume::baikal research journal::2023::14
journal::international conference on advanced machine learning technologies and applications,volume::international conference on advanced machine learning technologies and applications::2018::14
journal::gait & posture,volume::gait & posture::2023::18
journal::annals of internal medicine,volume::annals of internal medicine::2014::2
journal::європейський науковий журнал економічних та фінансових інновацій,volume::європейський науковий журнал економічних та фінансових інновацій::2025::18
journal::ethics and information technology,volume::ethics and information technology::2019::3
journal::ieee access,volume::ieee access::2021::5
journal::jurnal komputer indonesia (ju-komi),volume::jurnal komputer indonesia (ju-komi)::2025::9
journal::panhellenic conference on informatics,volume::panhellenic conference on informatics::2022::5
journal::big data mining and analytics,volume::big data mining and analytics::2025::6
journal::international journal of visual and performing arts,volume::international journal of visual and performing arts::2024::16
journal::jurnal office,volume::jurnal office::2021::6
journal::icbds,volume::icbds::2022::6
journal::sustainability,volume::sustainability::2025::15
