from,to,type
journal::acm sigact-sigmod-sigart symposium on principles of database systems,volume::acm sigact-sigmod-sigart symposium on principles of database systems::2015,HAS_VOLUME
journal::fhies/sehc,volume::fhies/sehc::2014,HAS_VOLUME
journal::bigdata congress [services society],volume::bigdata congress [services society]::2013,HAS_VOLUME
journal::acm symposium on cloud computing,volume::acm symposium on cloud computing::2011,HAS_VOLUME
journal::int. j. wirel. inf. networks,volume::int. j. wirel. inf. networks::2006,HAS_VOLUME
journal::journal of information systems engineering & management,volume::journal of information systems engineering & management::2024,HAS_VOLUME
journal::spine,volume::spine::2019,HAS_VOLUME
journal::international conference on artificial intelligence and law,volume::international conference on artificial intelligence and law::2025,HAS_VOLUME
journal::journal of automated reasoning,volume::journal of automated reasoning::2020,HAS_VOLUME
journal::international conference on data warehousing and knowledge discovery,volume::international conference on data warehousing and knowledge discovery::2015,HAS_VOLUME
"journal::international multi-conference on systems, signals & devices","volume::international multi-conference on systems, signals & devices::1997",HAS_VOLUME
journal::proceedings of the vldb endowment,volume::proceedings of the vldb endowment::2016,HAS_VOLUME
journal::bigdata congress [services society],volume::bigdata congress [services society]::2018,HAS_VOLUME
"journal::international conference on identity, security and behavior analysis","volume::international conference on identity, security and behavior analysis::2017",HAS_VOLUME
journal::omics,volume::omics::2006,HAS_VOLUME
journal::telecommunications systems,volume::telecommunications systems::2007,HAS_VOLUME
journal::the vldb journal,volume::the vldb journal::2013,HAS_VOLUME
journal::information processing letters,volume::information processing letters::1996,HAS_VOLUME
journal::acm symposium on applied computing,volume::acm symposium on applied computing::2004,HAS_VOLUME
journal::cochrane database of systematic reviews,volume::cochrane database of systematic reviews::2011,HAS_VOLUME
journal::2008 latin american web conference,volume::2008 latin american web conference::2008,HAS_VOLUME
journal::international conference of distributed computing and networking,volume::international conference of distributed computing and networking::2020,HAS_VOLUME
journal::the spine journal,volume::the spine journal::2019,HAS_VOLUME
journal::bmc gastroenterology,volume::bmc gastroenterology::2022,HAS_VOLUME
journal::international conference on enterprise information systems,volume::international conference on enterprise information systems::2015,HAS_VOLUME
journal::nucleic acids research,volume::nucleic acids research::2005,HAS_VOLUME
journal::european radiology,volume::european radiology::2023,HAS_VOLUME
journal::proceedings of the vldb endowment,volume::proceedings of the vldb endowment::2024,HAS_VOLUME
"journal::2020 international conferences on internet of things (ithings) and ieee green computing and communications (greencom) and ieee cyber, physical and social computing (cpscom) and ieee smart data (smartdata) and ieee congress on cybermatics (cybermatics)","volume::2020 international conferences on internet of things (ithings) and ieee green computing and communications (greencom) and ieee cyber, physical and social computing (cpscom) and ieee smart data (smartdata) and ieee congress on cybermatics (cybermatics)::2020",HAS_VOLUME
journal::j. comput. biol.,volume::j. comput. biol.::1995,HAS_VOLUME
journal::ieee intelligent vehicles symposium,volume::ieee intelligent vehicles symposium::2010,HAS_VOLUME
journal::wireless personal communications,volume::wireless personal communications::2020,HAS_VOLUME
journal::international conference on multimedia retrieval,volume::international conference on multimedia retrieval::2024,HAS_VOLUME
journal::european conference on information retrieval,volume::european conference on information retrieval::2008,HAS_VOLUME
journal::international conference on climate informatics,volume::international conference on climate informatics::2020,HAS_VOLUME
journal::scientific data,volume::scientific data::2021,HAS_VOLUME
journal::future generations computer systems,volume::future generations computer systems::2017,HAS_VOLUME
journal::nucleic acids res.,volume::nucleic acids res.::2015,HAS_VOLUME
journal::ieee access,volume::ieee access::2019,HAS_VOLUME
journal::operative neurosurgery,volume::operative neurosurgery::2018,HAS_VOLUME
journal::computer graphics forum (print),volume::computer graphics forum (print)::2002,HAS_VOLUME
journal::annals of thoracic surgery,volume::annals of thoracic surgery::2017,HAS_VOLUME
journal::international symposium on spatial and temporal databases,volume::international symposium on spatial and temporal databases::2001,HAS_VOLUME
journal::cartographica,volume::cartographica::2004,HAS_VOLUME
journal::american journal of medicine,volume::american journal of medicine::2015,HAS_VOLUME
journal::advances in distributed computing and artificial intelligence journal,volume::advances in distributed computing and artificial intelligence journal::2024,HAS_VOLUME
journal::international journal of innovative research in advanced engineering,volume::international journal of innovative research in advanced engineering::2025,HAS_VOLUME
journal::bmc bioinformatics,volume::bmc bioinformatics::2009,HAS_VOLUME
journal::knowledge discovery and data mining,volume::knowledge discovery and data mining::2016,HAS_VOLUME
journal::appl. ontology,volume::appl. ontology::2008,HAS_VOLUME
journal::ieee international enterprise distributed object computing conference,volume::ieee international enterprise distributed object computing conference::2011,HAS_VOLUME
journal::2015 16th ieee international conference on mobile data management,volume::2015 16th ieee international conference on mobile data management::2015,HAS_VOLUME
journal::real-time systems,volume::real-time systems::2012,HAS_VOLUME
journal::ubicomp/iswc adjunct,volume::ubicomp/iswc adjunct::2015,HAS_VOLUME
journal::international symposium on algorithms and computation,volume::international symposium on algorithms and computation::2022,HAS_VOLUME
